"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","type","likesCount","timestamp","caption","locationId","locationName"
,,,,,,,,,,,,,,,,,,,,"Video","11565","2024-09-21T04:30:22.000Z","Should you buy an iPhone from Dubai? 

Share this with your friend who buys their iPhone from Dubai!

There was a time when flying to Dubai for an iPhone made sense. 

Even with flights, visas, hotels, and buying the phone, you’d still save money. But this year, things are different.

Watch the full reel to learn why those Dubai trips don’t add up anymore, and more importantly, where you should be buying your iPhone instead.

@imaginebyample 

Which iPhone are you buying? Tell me in the comments! 

And follow me, Rajiv Makhni – All Tech, No BS!

[RajivMakhni, GadgetGuru, CellGuru, iPhone16, Apple, imagine]",,
,,,,,,,,,,,,,,,,,,,,"Video","6394","2024-09-18T12:31:34.000Z","TV made by a computer company 😮

The real Acer TV is here!

Share this with your friends who are looking to buy a new feature-packed TV.

Acer is famous for its excellent laptops, powerful desktops, projectors, and monitors. However, when Acer announced they were launching their own Pure TVs, one question came to mind: Can Acer deliver something truly special to the TV market?

The Acerpure TV comes with a stunning 65-inch 10-bit 4K immersive bezel-less display, a 360-degree Dolby Atmos sound system, Google TV OS, and many impressive features, all at an amazing price of Rs 52,490!

Watch through the video and I will tell you everything about this TV.

Is the new Acerpure TV a real game-changer? Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS!

[RajivMakhni, GadgetGuru, CellGuru, Acer, AcerPure, TV]",,
,,,,,,,,,,,,,,,,,,,,"Video","35237","2024-09-19T12:50:54.000Z","Biggest Discounts On motorola Phones EVER! 🤯

5 Top Selling Smartphones: 5 Insane Discounts

Share this with your friends to let them know about the incredible discounts on the latest motorola smartphones.

The much-awaited Flipkart Big Billion Days sale is here, starting on September 26th. In this sale, you can buy the latest best-selling Motorola smartphones at the lowest prices ever!

moto Edge 50 Pro, Edge 50 Fusion, G85, Edge 50 Neo, G64, and more. Not just discounts, all the devices are now available in all-new fresh, and vibrant Pantone colors.

@motorolain 

Watch the video, and I will share all the biggest discounts on the most popular Motorola smartphones before the BBD sale starts, which you should not miss!

Which one of these Motorola devices are you the most excited about? Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS!

[RajivMakhni, GadgetGuru, CellGuru, motorola edge50, motorola, FlipkartSale]",,
"motorolaEdge50Neo","ReadyForAnything","RajivMakhni","CellGuru","GadgetGuru","Smartphone","Tech","Technology","Motorola",,,,,,,,,,,,"Video","30620","2024-09-16T06:34:15.000Z","World First Review: motorola edge50 Neo - ₹22,999 😲😍

Share this with your friends who are looking for the best phone but have a tight budget!

motorola edge50 Neo delivers premium features that seem almost too good to be true. From its sleek design with a vegan leather finish to powerful AI tools that make your photos and videos stand out, this phone really packs a punch. 

Not just that, the display is super bright, and the performance is smooth, making it perfect for multitasking and gaming. Even with all these features, it still manages to have a long-lasting battery and fast charging. All of this for just ₹22,999! 

Buy it on the Amazon Sale starting on 24th September. 

Is there a better phone at this price? Tell me in the  comments! Follow me, Rajiv Makhni – All Tech, No BS!

#motorolaEdge50Neo #ReadyForAnything #RajivMakhni #CellGuru #GadgetGuru #Smartphone #Tech #Technology #Motorola",,
,,,,,,,,,,,,,,,,,,,,"Video","7201","2024-09-17T13:48:47.000Z","4 TWS Earphones In One Case 😨✅
 Share this with that friend who always forgets his earphones and asks for yours. 

Watch as I review the new ACwO Dwots Fire ANC, India’s first 2-in-1 TWS buds. 

You get half in ear buds and full in ear TWS buds inside the case so you can share music with your friends whenever you want, or even use one of them when the other buds require charging. 

These TWS buds provide good sound, incredible battery life and a lot of other features. 

Watch the full reel to know all about them. 

Are there any other TWS buds that can do this? 
Tell me in the comments and follow me, Rajiv Makhni for all Tech, no BS!

[Rajiv Makhni, Cell Guru, Gadget Guru, Earbuds, 2in1buds, TWS buds, ACwO, Tech, Technology]",,
,,,,,,,,,,,,,,,,,,,,"Video","15125","2024-09-12T12:30:52.000Z","e-Challan Scam Exposed 🚔⚠️ 

Share this with your friends who get a lot of challans!

A new scam is making the rounds where scammers send a WhatsApp message claiming you’ve been fined for over speeding. The message looks legit, with your name, car number, and location details, making you panic and click the link.

Once you do, an app gets downloaded that asks for basic permissions. But in reality, it’s accessing everything on your phone—your contacts, payment apps, and even storing your passwords using a keylogger. Scammers can then steal your data and log into your accounts.

Watch the full reel to learn how this scam works and how to protect yourself and others!

Always pay your fines at echallan.parivahan.gov.in

Share this with everyone you know so that they don’t get scammed!

Follow me, Rajiv Makhni - All Tech, No Scams, No BS!

[Rajiv Makhni, Cell Guru, Gadget Guru, E-Challan Scam, Scams in India, Traffic Police, Cybersecurity Awareness, Cyber hack]",,
,,,,,,,,,,,,,,,,,,,,"Video","3133","2024-09-10T04:32:56.000Z","World First Preview: Apple Watch 10 & AirPods 4 😍

Share this with someone who is looking to buy Airpods and Apple Watch!

The Apple event wasn’t just about iPhones—Apple Watch 10 and AirPods 4 also dropped, and I’m bringing you my exclusive preview before anyone else! 

Apple Watch Series 10 comes with a bigger screen, thinner body, stunning jet black design, 40% brighter display, and faster charging—80% in just 30 minutes! With the new S10 chip and sleep apnea detection, it’s a solid upgrade. But no Apple Watch Ultra 3, just a refreshed Ultra 2, which is a huge letdown.

AirPods 4 brings the new H2 chip, better audio, USB-C, and a premium version with active noise cancellation. Plus, a hearing test feature that transforms the AirPods Pro into a medical-grade hearing aid! Sadly, AirPods Max only get new colors and USB-C—again, very disappointing.

Did Apple do enough with their watches and headphones? Let me know in the comments!
Follow me, Rajiv Makhni, for all Tech, no BS!

[Rajiv Makhni, Gadget Guru, Cell Guru, Apple, Apple Watch, Smartwatch, AirPods, AirPods 4, Apple Watch Series 10, New launch, Gadgets, Tech]",,
,,,,,,,,,,,,,,,,,,,,"Video","3790","2024-09-18T08:19:51.000Z","Best place to buy the new iPhone 16

Share this with your friend who is looking to buy the iPhone 16!

At all 17 Nexus Select Malls across India, you get the full range of Apple products, the best deals, and guaranteed gifts all month long.

The iPhone 16 launches on 20th September, and now you know exactly where to be!

@nexus_select_trust 

Where are you getting your iPhone 16 from? Tell me in the comments!

And follow me, Rajiv Makhni - All Tech, No BS!

[Rajiv Makhni, Gadget Guru, Cell Guru, Apple iPhone 16 Series, Prizes, Rewards, Discounts, Nexus Select Malls]",,
,,,,,,,,,,,,,,,,,,,,"Video","9846","2024-09-15T13:26:41.000Z","Phone with 26GB RAM 😳

Share this with your friends looking to buy a super rocket of a phone. 

I reviewed the new Realme Narzo 70 Turbo with @realmenarzoin and @mashable.india in a Supercar. 

It’s packed with a Mediatek Dimensity 7300 5G chipset, 120Hz OLED display, 50MP AI camera, 26GB RAM, 45W fast charging and so much more!

Watch the full reel to find out a special offer on the phone!

Does this phone look like an absolute banger? Tell me in the comments! 

And follow me, Rajiv Makhni - All Tech, No BS!

[Rajiv Makhni, Cell Guru, Gadget Guru, realme, realme narzo 70 turbo, smartphones, tech, technology]",,
,,,,,,,,,,,,,,,,,,,,"Video","25420","2024-09-09T13:41:27.000Z","World first review - razr 50 - Rs 49,999 😱

Flip phones are some of the most expensive smartphones in the market currently, but motorola broke that rule!

The new motorola razr 50 breaks that myth by giving incredible features like a Vegan Leather finish, 3.6” external display, Gorilla Glass Victus Protection and a rocket  processor on a flip phone under ₹50,000. 

Watch the full reel to know all about this incredible device. 

Is this the beginning of the flip phone revolution? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS!

[motorola, flip phone, razr 50, smartphones, tech, technology]",,
,,,,,,,,,,,,,,,,,,,,"Video","19571","2024-09-09T04:29:14.000Z","New iPhone 16 Series: All Secrets Revealed 🤯

Full details revealed of the iPhone 16 series! 

Share this with anyone looking to buy the new iPhone 16 series! 

The Apple event is right around the corner and the hype is through the roof, which is why, I am bringing you all the details, speculations and rumours about the new iPhones and telling you which ones are true and what to expect in terms of design, features and specifications. 

The iPhone 16 series is set to be announced on the night of 9th of September (India time 10.30pm) but you don’t have to wait till then as I have all the features here. 

Watch the full reel to know what you’re going to get when you buy the new iPhone 16 series.

Will you be buying the iPhone 16? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS!

[Apple, iPhone, iPhone 16, iPhone 16 Series, iPhone 16 Pro, iPhone 16 Pro Max, ios, Tech, Technology]",,
,,,,,,,,,,,,,,,,,,,,"Video","6649","2024-09-14T12:44:47.000Z","60% to 70% off on Gadgets 🤩📲

Share this with your friends and family so they don’t miss out!

I’m revealing unbeatable deals up to 70% on top products and brands like Apple MacBook, Sony TVs, Lenovo tablets, JBL headphones, LG microwaves, Samsung smartwatches, ACs, refrigerators, robotic vacuum cleaners, and much more - saving you thousands of rupees!

Get the inside scoop before anyone else as I reveal these deals ahead of Flipkart’s Big Billion Day Sale on my live show, Flipkart’s Zero Hour - Home & Electronics Edition.

Starting 15th September, catch me live daily at 12 PM on the Flipkart app to grab the best deals of the year!

Watch the full reel to see how much you can save and on which products!

What are you buying first? Let me know in the comments!

Follow me, Rajiv Makhni - All Tech, No BS!

[Rajiv Makhni, Cell Guru, Gadget Guru, Flipkart Sale, Best Deals, Unmissable Deals, Sale Season, Discounted Deals, Gadget Deals, Tech, Technology]",,
,,,,,,,,,,,,,,,,,,,,"Video","17364","2024-09-09T21:25:30.000Z","Apple iPhone 16: World First Preview 🤩📱
 
Share this with your friends looking to buy the new iPhone!

The Apple event just ended, and I’m here with an exclusive preview before anyone else!

The iPhone 16 and 16 Plus feature a 48MP main camera, 12MP ultrawide lens with 2x telephoto, 4K 60fps video, and enhanced audio with no background noise. The A18 chip boosts performance, with new safety features like Emergency Live Video SOS. 

The iPhone 16 Pro and Pro Max offer 6.3” and 6.9” displays with the fastest A18 Pro chip, pro-level cameras, including a 48MP Fusion camera, 5x telephoto, and real-time color grading.

Watch the full reel to see all the details - what’s the same, what’s different, and what’s completely new!

Did Apple do enough with the iPhone 16 series? Let me know in the comments! 

Full hands-on review coming soon, where I’ll break down who should buy and who shouldn’t.

Till then, follow me, Rajiv Makhni - All Tech, No BS!

[Apple, iPhone 16, iPhone 16 Plus, iPhone 16 Pro, iPhone 16 Pro Max, Apple intelligence, ios, Apple event, Tech, Technology]",,
,,,,,,,,,,,,,,,,,,,,"Video","2012","2024-09-15T04:30:47.000Z","Stock Market Paise Double Scam 🤯⚠️

Share this with your friends and family so that they don’t fall for this!

A woman from Faridabad lost ₹7 crore, a businessman from Noida ₹9 crore, and a doctor from Bhatinda ₹6 crore - all because they fell for a Facebook ad promising huge stock market returns.

They were added to a WhatsApp group full of fake success stories, tricked into downloading a fake investment app that looked legitimate. 

Initially, it showed great returns, but when they tried to withdraw their money, the scammers demanded fees, taxes, and more. By the time they realized it was a scam, it was too late.

Watch the full reel to find out how the scam works and how to be cautious!

Share this with everyone you know so they don’t get scammed!

Follow me, Rajiv Makhni - All Tech, No Scams, No BS!

[Rajiv Makhni, Cell Guru, Gadget Guru, Stock Market Scam, Investment Scam, Scams in India, Cybersecurity Awareness, Cyber Hack, Tech, Technology]",,
